STATION,date,DEPTH,LAYER,PARAMETER,AvgValue,LAB,METHOD,PROBLEM,TOTAL_DEPTH
LE1.3,10/28/1999,15,M,SALINITY,16.09,,F01,,24.5
LE1.3,10/28/1999,18,M,SALINITY,16.09,,F01,,24.5
LE1.3,10/28/1999,22,B,CHLA,6.728,MDHMH,L01,,24.5
LE1.3,10/28/1999,22,B,SALINITY,16.15,,F01,,24.5
LE1.3,11/15/1999,0.5,S,CHLA,5.732,MDHMH,L01,,24.5
LE1.3,11/15/1999,0.5,S,SALINITY,15.75,,F01,,24.5
LE1.3,11/15/1999,3,AP,CHLA,5.233,MDHMH,L01,,24.5
LE1.3,11/15/1999,3,AP,SALINITY,17.11,,F01,,24.5
LE1.3,11/15/1999,6,M,SALINITY,16.9,,F01,,24.5
LE1.3,11/15/1999,9,M,SALINITY,17.25,,F01,,24.5
LE1.3,11/15/1999,12,BP,CHLA,5.482,MDHMH,L01,,24.5
LE1.3,11/15/1999,12,BP,SALINITY,16.43,,F01,,24.5
LE1.3,11/15/1999,15,M,SALINITY,16.63,,F01,,24.5
LE1.3,11/15/1999,18,M,SALINITY,16.63,,F01,,24.5
LE1.3,11/15/1999,22,B,CHLA,3.24,MDHMH,L01,,24.5
LE1.3,11/15/1999,22,B,SALINITY,17.18,,F01,,24.5
LE1.3,12/13/1999,0.5,S,CHLA,5.767,MDHMH,L01,,24.5
LE1.3,12/13/1999,0.5,S,SALINITY,15.27,,F01,,24.5
LE1.3,12/13/1999,3,AP,CHLA,5.554,MDHMH,L01,,24.5
LE1.3,12/13/1999,3,AP,SALINITY,15.34,,F01,,24.5
LE1.3,12/13/1999,6,M,SALINITY,15.81,,F01,,24.5
LE1.3,12/13/1999,9,M,SALINITY,16.02,,F01,,24.5
LE1.3,12/13/1999,12,BP,CHLA,6.194,MDHMH,L01,,24.5
LE1.3,12/13/1999,12,BP,SALINITY,16.22,,F01,,24.5
LE1.3,12/13/1999,15,M,SALINITY,16.22,,F01,,24.5
LE1.3,12/13/1999,18,M,SALINITY,16.22,,F01,,24.5
LE1.3,12/13/1999,22,B,CHLA,5.126,MDHMH,L01,,24.5
LE1.3,12/13/1999,22,B,SALINITY,16.29,,F01,,24.5
LE1.3,1/10/2000,0.5,S,CHLA,10.093,MDHMH,L01,,24.5
LE1.3,1/10/2000,0.5,S,SALINITY,17.73,,F01,,24.5
LE1.3,1/10/2000,3,AP,CHLA,9.719,MDHMH,L01,,24.5
LE1.3,1/10/2000,3,AP,SALINITY,17.79,,F01,,24.5
LE1.3,1/10/2000,6,M,SALINITY,18.48,,F01,,24.5
LE1.3,1/10/2000,9,M,SALINITY,18.48,,F01,,24.5
LE1.3,1/10/2000,12,BP,CHLA,10.84,MDHMH,L01,,24.5
LE1.3,1/10/2000,12,BP,SALINITY,19.17,,F01,,24.5
LE1.3,1/10/2000,15,M,SALINITY,19.17,,F01,,24.5
LE1.3,1/10/2000,18,M,SALINITY,19.17,,F01,,24.5
LE1.3,1/10/2000,22,B,CHLA,8.971,MDHMH,L01,,24.5
LE1.3,1/10/2000,22,B,SALINITY,19.17,,F01,,24.5
LE1.3,2/7/2000,0.5,S,CHLA,5.046,MDHMH,L01,,24.5
LE1.3,2/7/2000,0.5,S,SALINITY,15.14,,F01,,24.5
LE1.3,2/7/2000,3,AP,CHLA,6.168,MDHMH,L01,,24.5
LE1.3,2/7/2000,3,AP,SALINITY,15.27,,F01,,24.5
LE1.3,2/7/2000,6,M,SALINITY,15.47,,F01,,24.5
LE1.3,2/7/2000,9,M,SALINITY,15.47,,F01,,24.5
LE1.3,2/7/2000,12,BP,CHLA,8.224,MDHMH,L01,,24.5
LE1.3,2/7/2000,12,BP,SALINITY,15.54,,F01,,24.5
LE1.3,2/7/2000,15,M,SALINITY,15.61,,F01,,24.5
LE1.3,2/7/2000,18,M,SALINITY,15.68,,F01,,24.5
LE1.3,2/7/2000,22,B,CHLA,9.158,MDHMH,L01,,24.5
LE1.3,2/7/2000,22,B,SALINITY,15.81,,F01,,24.5
LE1.3,3/7/2000,0.5,S,CHLA,10.466,MDHMH,L01,,24.5
LE1.3,3/7/2000,0.5,S,SALINITY,13.79,,F01,,24.5
LE1.3,3/7/2000,3,AP,CHLA,11.401,MDHMH,L01,,24.5
LE1.3,3/7/2000,3,AP,SALINITY,13.93,,F01,,24.5
LE1.3,3/7/2000,6,M,SALINITY,14.06,,F01,,24.5
LE1.3,3/7/2000,9,M,SALINITY,14.06,,F01,,24.5
LE1.3,3/7/2000,12,BP,CHLA,12.335,MDHMH,L01,,24.5
LE1.3,3/7/2000,12,BP,SALINITY,13.99,,F01,,24.5
LE1.3,3/7/2000,15,M,SALINITY,14.06,,F01,,24.5
LE1.3,3/7/2000,18,M,SALINITY,14.06,,F01,,24.5
LE1.3,3/7/2000,22,B,CHLA,13.831,MDHMH,L01,,24.5
LE1.3,3/7/2000,22,B,SALINITY,14.33,,F01,,24.5
LE1.3,3/21/2000,0.5,S,CHLA,15.949,MDHMH,L01,,24.5
LE1.3,3/21/2000,0.5,S,SALINITY,14.6,,F01,,24.5
LE1.3,3/21/2000,3,AP,CHLA,15.949,MDHMH,L01,,24.5
LE1.3,3/21/2000,3,AP,SALINITY,14.66,,F01,,24.5
LE1.3,3/21/2000,6,M,SALINITY,14.66,,F01,,24.5
LE1.3,3/21/2000,9,M,SALINITY,14.66,,F01,,24.5
LE1.3,3/21/2000,12,BP,CHLA,15.45,MDHMH,L01,,24.5
LE1.3,3/21/2000,12,BP,SALINITY,14.66,,F01,,24.5
LE1.3,3/21/2000,15,M,SALINITY,14.66,,F01,,24.5
LE1.3,3/21/2000,18,M,SALINITY,14.66,,F01,,24.5
LE1.3,3/21/2000,22,B,CHLA,15.949,MDHMH,L01,,24.5
LE1.3,3/21/2000,22,B,SALINITY,14.66,,F01,,24.5
LE1.3,4/4/2000,0.5,S,CHLA,36.098,MDHMH,L01,,24.5
LE1.3,4/4/2000,0.5,S,SALINITY,12.07,,F01,,24.5
LE1.3,4/4/2000,1,M,SALINITY,12.13,,F01,,24.5
LE1.3,4/4/2000,2,M,SALINITY,12.26,,F01,,24.5
LE1.3,4/4/2000,3,AP,CHLA,31.826,MDHMH,L01,,24.5
LE1.3,4/4/2000,3,AP,SALINITY,12.53,,F01,,24.5
LE1.3,4/4/2000,6,M,SALINITY,13.19,,F01,,24.5
LE1.3,4/4/2000,9,M,SALINITY,13.46,,F01,,24.5
LE1.3,4/4/2000,12,BP,CHLA,30.118,MDHMH,L01,,24.5
LE1.3,4/4/2000,12,BP,SALINITY,13.53,,F01,,24.5
LE1.3,4/4/2000,15,M,SALINITY,13.93,,F01,,24.5
LE1.3,4/4/2000,18,M,SALINITY,14.19,,F01,,24.5
LE1.3,4/4/2000,22,B,CHLA,28.622,MDHMH,L01,,24.5
LE1.3,4/4/2000,22,B,SALINITY,14.87,,F01,,24.5
LE1.3,4/18/2000,0.5,S,CHLA,28.409,MDHMH,L01,,24.5
LE1.3,4/18/2000,0.5,S,SALINITY,10.24,,F01,,24.5
LE1.3,4/18/2000,3,AP,CHLA,28.409,MDHMH,L01,,24.5
LE1.3,4/18/2000,3,AP,SALINITY,10.24,,F01,,24.5
LE1.3,4/18/2000,6,M,SALINITY,10.3,,F01,,24.5
LE1.3,4/18/2000,9,M,SALINITY,10.37,,F01,,24.5
LE1.3,4/18/2000,12,BP,CHLA,28.708,MDHMH,L01,,24.5
LE1.3,4/18/2000,12,BP,SALINITY,10.63,,F01,,24.5
LE1.3,4/18/2000,15,M,SALINITY,10.82,,F01,,24.5
LE1.3,4/18/2000,18,M,SALINITY,11.34,,F01,,24.5
LE1.3,4/18/2000,22,B,CHLA,33.492,MDHMH,L01,,24.5
LE1.3,4/18/2000,22,B,SALINITY,11.34,,F01,,24.5
LE1.3,5/4/2000,0.5,S,CHLA,128.026,MDHMH,L01,,24.5
LE1.3,5/4/2000,0.5,S,SALINITY,9.78,,F01,,24.5
LE1.3,5/4/2000,3,AP,CHLA,40.744,MDHMH,L01,,24.5
LE1.3,5/4/2000,3,AP,SALINITY,9.98,,F01,,24.5
LE1.3,5/4/2000,6,M,SALINITY,10.24,,F01,,24.5
LE1.3,5/4/2000,9,M,SALINITY,10.24,,F01,,24.5
LE1.3,5/4/2000,12,BP,CHLA,33.268,MDHMH,L01,,24.5
LE1.3,5/4/2000,12,BP,SALINITY,10.37,,F01,,24.5
LE1.3,5/4/2000,15,M,SALINITY,10.5,,F01,,24.5
LE1.3,5/4/2000,18,M,SALINITY,10.5,,F01,,24.5
LE1.3,5/4/2000,22,B,CHLA,38.875,MDHMH,L01,,24.5
LE1.3,5/4/2000,22,B,SALINITY,10.5,,F01,,24.5
LE1.3,5/18/2000,0.5,S,CHLA,12.46,MDHMH,L01,,24.5
LE1.3,5/18/2000,0.5,S,SALINITY,10.11,,F01,,24.5
LE1.3,5/18/2000,3,AP,CHLA,10.965,MDHMH,L01,,24.5
LE1.3,5/18/2000,3,AP,SALINITY,10.11,,F01,,24.5
LE1.3,5/18/2000,6,M,SALINITY,10.24,,F01,,24.5
LE1.3,5/18/2000,9,M,SALINITY,10.43,,F01,,24.5
LE1.3,5/18/2000,12,BP,CHLA,4.735,MDHMH,L01,,24.5
LE1.3,5/18/2000,12,BP,SALINITY,10.43,,F01,,24.5
LE1.3,5/18/2000,15,M,SALINITY,10.43,,F01,,24.5
LE1.3,5/18/2000,18,M,SALINITY,10.63,,F01,,24.5
LE1.3,5/18/2000,22,B,CHLA,5.233,MDHMH,L01,,24.5
LE1.3,5/18/2000,22,B,SALINITY,10.69,,F01,,24.5
LE1.3,6/1/2000,0.5,S,CHLA,132.7,MDHMH,L01,,23.5
LE1.3,6/1/2000,0.5,S,SALINITY,10.37,,F01,,23.5
LE1.3,6/1/2000,3,AP,CHLA,56.82,MDHMH,L01,,23.5
LE1.3,6/1/2000,3,AP,SALINITY,10.43,,F01,,23.5
LE1.3,6/1/2000,6,M,SALINITY,10.37,,F01,,23.5
LE1.3,6/1/2000,9,M,SALINITY,10.37,,F01,,23.5
LE1.3,6/1/2000,12,BP,CHLA,37.38,MDHMH,L01,,23.5
LE1.3,6/1/2000,12,BP,SALINITY,10.37,,F01,,23.5
LE1.3,6/1/2000,15,M,SALINITY,10.5,,F01,,23.5
LE1.3,6/1/2000,18,M,SALINITY,10.5,,F01,,23.5
LE1.3,6/1/2000,22,B,CHLA,29.6,MDHMH,L01,,23.5
LE1.3,6/1/2000,22,B,SALINITY,10.5,,F01,,23.5
LE1.3,6/19/2000,0.5,S,CHLA,14.35,MDHMH,L01,,23.5
LE1.3,6/19/2000,0.5,S,SALINITY,9.78,,F01,,23.5
LE1.3,6/19/2000,3,AP,CHLA,12.86,MDHMH,L01,,23.5
LE1.3,6/19/2000,3,AP,SALINITY,10.04,,F01,,23.5
LE1.3,6/19/2000,6,M,SALINITY,10.3,,F01,,23.5
LE1.3,6/19/2000,9,M,SALINITY,11.67,,F01,,23.5
LE1.3,6/19/2000,12,BP,CHLA,4.49,MDHMH,L01,,23.5
LE1.3,6/19/2000,12,BP,SALINITY,12.13,,F01,,23.5
LE1.3,6/19/2000,15,M,SALINITY,12,,F01,,23.5
LE1.3,6/19/2000,18,M,SALINITY,12.79,,F01,,23.5
LE1.3,6/19/2000,22,B,CHLA,3.29,MDHMH,L01,,23.5
LE1.3,6/19/2000,22,B,SALINITY,12.86,,F01,,23.5
LE1.3,7/3/2000,0.5,S,CHLA,88.96,MDHMH,L01,,23.5
LE1.3,7/3/2000,0.5,S,SALINITY,10.82,,F01,,23.5
LE1.3,7/3/2000,3,AP,CHLA,15.55,MDHMH,L01,,23.5
LE1.3,7/3/2000,3,AP,SALINITY,11.02,,F01,,23.5
LE1.3,7/3/2000,6,M,SALINITY,11.08,,F01,,23.5
LE1.3,7/3/2000,9,M,SALINITY,11.15,,F01,,23.5
LE1.3,7/3/2000,12,BP,CHLA,8.97,MDHMH,L01,,23.5
LE1.3,7/3/2000,12,BP,SALINITY,11.02,,F01,,23.5
LE1.3,7/3/2000,15,M,SALINITY,10.69,,F01,,23.5
LE1.3,7/3/2000,18,M,SALINITY,11.08,,F01,,23.5
LE1.3,7/3/2000,22,B,CHLA,7.18,MDHMH,L01,,23.5
LE1.3,7/3/2000,22,B,SALINITY,11.28,,F01,,23.5
LE1.3,7/17/2000,0.5,S,CHLA,23.03,MDHMH,L01,,23.5
LE1.3,7/17/2000,0.5,S,SALINITY,10.69,,F01,,23.5
LE1.3,7/17/2000,3,AP,CHLA,14.65,MDHMH,L01,,23.5
LE1.3,7/17/2000,3,AP,SALINITY,10.95,,F01,,23.5
LE1.3,7/17/2000,6,M,SALINITY,11.28,,F01,,23.5
LE1.3,7/17/2000,9,M,SALINITY,11.41,,F01,,23.5
LE1.3,7/17/2000,12,BP,CHLA,6.28,MDHMH,L01,,23.5
LE1.3,7/17/2000,12,BP,SALINITY,11.67,,F01,,23.5
LE1.3,7/17/2000,15,M,SALINITY,11.8,,F01,,23.5
LE1.3,7/17/2000,18,M,SALINITY,12.86,,F01,,23.5
LE1.3,7/17/2000,22,B,CHLA,1.5,MDHMH,L01,,23.5
LE1.3,7/17/2000,22,B,SALINITY,13.26,,F01,,23.5
LE1.3,8/1/2000,0.5,S,CHLA,33.19,MDHMH,L01,,23.5
LE1.3,8/1/2000,0.5,S,SALINITY,10.11,,F01,,23.5
LE1.3,8/1/2000,3,AP,CHLA,8.07,MDHMH,L01,,23.5
LE1.3,8/1/2000,3,AP,SALINITY,10.17,,F01,,23.5
LE1.3,8/1/2000,6,M,SALINITY,11.34,,F01,,23.5
LE1.3,8/1/2000,9,M,SALINITY,11.34,,F01,,23.5
LE1.3,8/1/2000,12,BP,CHLA,6.58,MDHMH,L01,,23.5
LE1.3,8/1/2000,12,BP,SALINITY,11.34,,F01,,23.5
LE1.3,8/1/2000,15,M,SALINITY,11.61,,F01,,23.5
LE1.3,8/1/2000,18,M,SALINITY,12.33,,F01,,23.5
LE1.3,8/1/2000,22,B,CHLA,2.99,MDHMH,L01,,23.5
LE1.3,8/1/2000,22,B,SALINITY,13.99,,F01,,23.5
LE1.3,8/14/2000,0.5,S,CHLA,9.87,MDHMH,L01,,23.5
LE1.3,8/14/2000,0.5,S,SALINITY,10.5,,F01,,23.5
LE1.3,8/14/2000,3,AP,CHLA,10.17,MDHMH,L01,,23.5
LE1.3,8/14/2000,3,AP,SALINITY,10.5,,F01,,23.5
LE1.3,8/14/2000,6,M,SALINITY,10.56,,F01,,23.5
LE1.3,8/14/2000,9,M,SALINITY,10.89,,F01,,23.5
LE1.3,8/14/2000,12,BP,CHLA,5.38,MDHMH,L01,,23.5
LE1.3,8/14/2000,12,BP,SALINITY,11.08,,F01,,23.5
LE1.3,8/14/2000,15,M,SALINITY,11.41,,F01,,23.5
LE1.3,8/14/2000,18,M,SALINITY,11.61,,F01,,23.5
LE1.3,8/14/2000,22,B,CHLA,2.69,MDHMH,L01,,23.5
LE1.3,8/14/2000,22,B,SALINITY,12.26,,F01,,23.5
LE1.3,8/28/2000,0.5,S,CHLA,9.72,MDHMH,L01,,23.5
LE1.3,8/28/2000,0.5,S,SALINITY,11.87,,F01,,23.5
LE1.3,8/28/2000,3,AP,CHLA,7.48,MDHMH,L01,,23.5
LE1.3,8/28/2000,3,AP,SALINITY,12.26,,F01,,23.5
LE1.3,8/28/2000,6,M,SALINITY,12.53,,F01,,23.5
LE1.3,8/28/2000,9,M,SALINITY,13.13,,F01,,23.5
LE1.3,8/28/2000,12,BP,CHLA,4.86,MDHMH,L01,,23.5
LE1.3,8/28/2000,12,BP,SALINITY,13.19,,F01,,23.5
LE1.3,8/28/2000,15,M,SALINITY,13.39,,F01,,23.5
LE1.3,8/28/2000,18,M,SALINITY,13.59,,F01,,23.5
LE1.3,8/28/2000,22,B,CHLA,2.99,MDHMH,L01,,23.5
LE1.3,8/28/2000,22,B,SALINITY,13.59,,F01,,23.5
LE1.3,9/18/2000,0.5,S,CHLA,14.58,MDHMH,L01,,23.5
LE1.3,9/18/2000,0.5,S,SALINITY,12.33,,F01,,23.5
LE1.3,9/18/2000,3,AP,CHLA,11.4,MDHMH,L01,,23.5
LE1.3,9/18/2000,3,AP,SALINITY,12.4,,F01,,23.5
LE1.3,9/18/2000,6,M,SALINITY,12.86,,F01,,23.5
LE1.3,9/18/2000,9,M,SALINITY,13.66,,F01,,23.5
LE1.3,9/18/2000,12,BP,CHLA,6.17,MDHMH,L01,,23.5
LE1.3,9/18/2000,12,BP,SALINITY,13.13,,F01,,23.5
LE1.3,9/18/2000,15,M,SALINITY,13.46,,F01,,23.5
LE1.3,9/18/2000,18,M,SALINITY,13.79,,F01,,23.5
LE1.3,9/18/2000,22,B,CHLA,6.35,MDHMH,L01,,23.5
LE1.3,9/18/2000,22,B,SALINITY,13.79,,F01,,23.5
LE1.3,10/16/2000,0.5,S,CHLA,5.08,MDHMH,L01,,23.5
LE1.3,10/16/2000,0.5,S,SALINITY,12.86,,F01,,23.5
LE1.3,10/16/2000,1,M,SALINITY,12.99,,F01,,23.5
LE1.3,10/16/2000,2,M,SALINITY,12.93,,F01,,23.5
LE1.3,10/16/2000,3,AP,CHLA,5.68,MDHMH,L01,,23.5
LE1.3,10/16/2000,3,AP,SALINITY,13.79,,F01,,23.5
LE1.3,10/16/2000,6,M,SALINITY,14.73,,F01,,23.5
LE1.3,10/16/2000,9,M,SALINITY,14.73,,F01,,23.5
LE1.3,10/16/2000,12,BP,CHLA,5.38,MDHMH,L01,,23.5
LE1.3,10/16/2000,12,BP,SALINITY,14.93,,F01,,23.5
LE1.3,10/16/2000,15,M,SALINITY,14.93,,F01,,23.5
LE1.3,10/16/2000,18,M,SALINITY,14.93,,F01,,23.5
LE1.3,10/16/2000,22,B,CHLA,4.78,MDHMH,L01,,23.5
LE1.3,10/16/2000,22,B,SALINITY,14.93,,F01,,23.5
LE1.3,10/30/2000,0.5,S,CHLA,6.65,MDHMH,L01,,23.5
LE1.3,10/30/2000,0.5,S,SALINITY,14.53,,F01,,23.5
LE1.3,10/30/2000,3,AP,CHLA,7.14,MDHMH,L01,,23.5
LE1.3,10/30/2000,3,AP,SALINITY,14.73,,F01,,23.5
LE1.3,10/30/2000,6,M,SALINITY,14.66,,F01,,23.5
LE1.3,10/30/2000,9,M,SALINITY,14.53,,F01,,23.5
LE1.3,10/30/2000,12,BP,CHLA,6.88,MDHMH,L01,,23.5
LE1.3,10/30/2000,12,BP,SALINITY,14.4,,F01,,23.5
LE1.3,10/30/2000,15,M,SALINITY,14.6,,F01,,23.5
LE1.3,10/30/2000,18,M,SALINITY,14.8,,F01,,23.5
LE1.3,10/30/2000,22,B,CHLA,5.38,MDHMH,L01,,23.5
LE1.3,10/30/2000,22,B,SALINITY,15,,F01,,23.5
LE1.3,11/16/2000,0.5,S,CHLA,5.23,MDHMH,L01,,19
LE1.3,11/16/2000,0.5,S,SALINITY,15.88,,F01,,19
LE1.3,11/16/2000,3,AP,CHLA,3.44,MDHMH,L01,,19
LE1.3,11/16/2000,3,AP,SALINITY,16.02,,F01,,19
LE1.3,11/16/2000,6,M,SALINITY,16.15,,F01,,19
LE1.3,11/16/2000,9,M,SALINITY,16.36,,F01,,19
LE1.3,11/16/2000,12,BP,CHLA,1.05,MDHMH,L01,,19
LE1.3,11/16/2000,12,BP,SALINITY,16.7,,F01,,19
LE1.3,11/16/2000,14,M,SALINITY,16.56,,F01,,19
LE1.3,11/16/2000,18,B,CHLA,1.79,MDHMH,L01,,19
LE1.3,11/16/2000,18,B,SALINITY,16.7,,F01,,19
LE1.3,12/12/2000,0.5,S,CHLA,3.89,MDHMH,L01,,23
LE1.3,12/12/2000,0.5,S,SALINITY,17.52,,F01,,23
LE1.3,12/12/2000,3,AP,CHLA,3.89,MDHMH,L01,,23
LE1.3,12/12/2000,3,AP,SALINITY,17.45,,F01,,23
LE1.3,12/12/2000,6,M,SALINITY,17.52,,F01,,23
LE1.3,12/12/2000,9,M,SALINITY,17.52,,F01,,23
LE1.3,12/12/2000,12,BP,CHLA,3.89,MDHMH,L01,,23
LE1.3,12/12/2000,12,BP,SALINITY,17.52,,F01,,23
LE1.3,12/12/2000,15,M,SALINITY,17.52,,F01,,23
LE1.3,12/12/2000,18,M,SALINITY,17.52,,F01,,23
LE1.3,12/12/2000,22,B,CHLA,3.74,MDHMH,L01,,23
LE1.3,12/12/2000,22,B,SALINITY,17.52,,F01,,23
LE1.3,1/17/2001,0.5,S,CHLA,4.7,MDHMH,L01,,25
LE1.3,1/17/2001,0.5,S,SALINITY,16.49,,F01,,25
LE1.3,1/17/2001,3,AP,CHLA,5.13,MDHMH,L01,,25
LE1.3,1/17/2001,3,AP,SALINITY,16.43,,F01,,25
LE1.3,1/17/2001,6,M,SALINITY,16.56,,F01,,25
LE1.3,1/17/2001,9,M,SALINITY,16.49,,F01,,25
LE1.3,1/17/2001,12,BP,CHLA,5.34,MDHMH,L01,,25
LE1.3,1/17/2001,12,BP,SALINITY,16.56,,F01,,25
LE1.3,1/17/2001,15,M,SALINITY,16.77,,F01,,25
LE1.3,1/17/2001,18,M,SALINITY,16.49,,F01,,25
LE1.3,1/17/2001,24,B,CHLA,5.98,MDHMH,L01,,25
LE1.3,1/17/2001,24,B,SALINITY,16.56,,F01,,25
LE1.3,2/8/2001,0.5,S,CHLA,4.06,MDHMH,L01,,23.5
LE1.3,2/8/2001,0.5,S,SALINITY,14.87,,F01,,23.5
LE1.3,2/8/2001,3,AP,CHLA,6.41,MDHMH,L01,,23.5
LE1.3,2/8/2001,3,AP,SALINITY,15.61,,F01,,23.5
LE1.3,2/8/2001,6,M,SALINITY,15.81,,F01,,23.5
LE1.3,2/8/2001,9,M,SALINITY,16.77,,F01,,23.5
LE1.3,2/8/2001,12,BP,CHLA,8.54,MDHMH,L01,,23.5
LE1.3,2/8/2001,12,BP,SALINITY,17.11,,F01,,23.5
LE1.3,2/8/2001,15,M,SALINITY,17.25,,F01,,23.5
LE1.3,2/8/2001,18,M,SALINITY,17.31,,F01,,23.5
LE1.3,2/8/2001,22,B,CHLA,8.54,MDHMH,L01,,23.5
LE1.3,2/8/2001,22,B,SALINITY,17.52,,F01,,23.5
LE1.3,3/12/2001,0.5,S,CHLA,30.5,MDHMH,L01,,23
LE1.3,3/12/2001,0.5,S,SALINITY,15.27,,F01,,23
LE1.3,3/12/2001,3,AP,CHLA,28.11,MDHMH,L01,,23
LE1.3,3/12/2001,3,AP,SALINITY,15.61,,F01,,23
LE1.3,3/12/2001,6,M,SALINITY,15.81,,F01,,23
LE1.3,3/12/2001,9,M,SALINITY,15.95,,F01,,23
LE1.3,3/12/2001,12,BP,CHLA,27.21,MDHMH,L01,,23
LE1.3,3/12/2001,12,BP,SALINITY,16.15,,F01,,23
LE1.3,3/12/2001,15,M,SALINITY,16.15,,F01,,23
LE1.3,3/12/2001,18,M,SALINITY,16.22,,F01,,23
LE1.3,3/12/2001,22,B,CHLA,27.21,MDHMH,L01,,23
LE1.3,3/12/2001,22,B,SALINITY,16.22,,F01,,23
LE1.3,3/28/2001,0.5,S,CHLA,42.61,MDHMH,L01,,24
LE1.3,3/28/2001,0.5,S,SALINITY,13.73,,F01,,24
LE1.3,3/28/2001,3,AP,CHLA,41.49,MDHMH,L01,,24
LE1.3,3/28/2001,3,AP,SALINITY,14.26,,F01,,24
LE1.3,3/28/2001,6,M,SALINITY,14.46,,F01,,24
LE1.3,3/28/2001,9,M,SALINITY,14.53,,F01,,24
LE1.3,3/28/2001,12,BP,CHLA,37.38,MDHMH,L01,,24
LE1.3,3/28/2001,12,BP,SALINITY,14.8,,F01,,24
LE1.3,3/28/2001,15,M,SALINITY,14.73,,F01,,24
LE1.3,3/28/2001,18,M,SALINITY,14.8,,F01,,24
LE1.3,3/28/2001,23,B,CHLA,37.75,MDHMH,L01,,24
LE1.3,3/28/2001,23,B,SALINITY,14.8,,F01,,24
LE1.3,4/11/2001,0.5,S,CHLA,37.98,MDHMH,L01,,24
LE1.3,4/11/2001,0.5,S,SALINITY,13.79,,F01,,24
LE1.3,4/11/2001,1,M,SALINITY,13.79,,F01,,24
LE1.3,4/11/2001,2,M,SALINITY,13.86,,F01,,24
LE1.3,4/11/2001,3,AP,CHLA,41.27,MDHMH,L01,,24
LE1.3,4/11/2001,3,AP,SALINITY,13.93,,F01,,24
LE1.3,4/11/2001,6,M,SALINITY,13.93,,F01,,24
LE1.3,4/11/2001,9,M,SALINITY,13.93,,F01,,24
LE1.3,4/11/2001,12,BP,CHLA,40.37,MDHMH,L01,,24
LE1.3,4/11/2001,12,BP,SALINITY,13.93,,F01,,24
LE1.3,4/11/2001,15,M,SALINITY,13.93,,F01,,24
LE1.3,4/11/2001,18,M,SALINITY,13.99,,F01,,24
LE1.3,4/11/2001,23,B,CHLA,50.54,MDHMH,L01,,24
LE1.3,4/11/2001,23,B,SALINITY,14.13,,F01,,24
LE1.3,4/26/2001,0.5,S,CHLA,34.02,MDHMH,L01,,23.5
LE1.3,4/26/2001,0.5,S,SALINITY,11.87,,F01,,23.5
LE1.3,4/26/2001,1,M,SALINITY,11.87,,F01,,23.5
LE1.3,4/26/2001,2,M,SALINITY,11.87,,F01,,23.5
LE1.3,4/26/2001,3,AP,CHLA,32.52,MDHMH,L01,,23.5
LE1.3,4/26/2001,3,AP,SALINITY,12,,F01,,23.5
LE1.3,4/26/2001,6,M,SALINITY,11.8,,F01,,23.5
LE1.3,4/26/2001,9,M,SALINITY,11.8,,F01,,23.5
LE1.3,4/26/2001,12,BP,CHLA,28.78,MDHMH,L01,,23.5
LE1.3,4/26/2001,12,BP,SALINITY,12.86,,F01,,23.5
LE1.3,4/26/2001,15,M,SALINITY,12.99,,F01,,23.5
LE1.3,4/26/2001,18,M,SALINITY,13.26,,F01,,23.5
LE1.3,4/26/2001,22,B,CHLA,32.89,MDHMH,L01,,23.5
LE1.3,4/26/2001,22,B,SALINITY,13.46,,F01,,23.5
LE1.3,5/11/2001,0.5,S,CHLA,23.62,MDHMH,L01,,23
LE1.3,5/11/2001,0.5,S,SALINITY,12.46,,F01,,23
LE1.3,5/11/2001,3,AP,CHLA,15.85,MDHMH,L01,,23
LE1.3,5/11/2001,3,AP,SALINITY,12.53,,F01,,23
LE1.3,5/11/2001,6,M,SALINITY,12.59,,F01,,23
LE1.3,5/11/2001,9,M,SALINITY,12.66,,F01,,23
LE1.3,5/11/2001,12,BP,CHLA,13.46,MDHMH,L01,,23
LE1.3,5/11/2001,12,BP,SALINITY,12.66,,F01,,23
LE1.3,5/11/2001,15,M,SALINITY,12.66,,F01,,23
LE1.3,5/11/2001,18,M,SALINITY,12.66,,F01,,23
LE1.3,5/11/2001,22,B,CHLA,17.34,MDHMH,L01,,23
LE1.3,5/11/2001,22,B,SALINITY,12.66,,F01,,23
LE1.3,5/24/2001,0.5,S,CHLA,10.17,MDHMH,L01,,23.5
LE1.3,5/24/2001,0.5,S,SALINITY,11.61,,F01,,23.5
LE1.3,5/24/2001,3,AP,CHLA,15.55,MDHMH,L01,,23.5
LE1.3,5/24/2001,3,AP,SALINITY,12.13,,F01,,23.5
LE1.3,5/24/2001,6,M,SALINITY,12.46,,F01,,23.5
LE1.3,5/24/2001,9,M,SALINITY,12.73,,F01,,23.5
LE1.3,5/24/2001,12,BP,CHLA,10.47,MDHMH,L01,,23.5
LE1.3,5/24/2001,12,BP,SALINITY,12.86,,F01,,23.5
LE1.3,5/24/2001,15,M,SALINITY,12.99,,F01,,23.5
LE1.3,5/24/2001,18,M,SALINITY,13.13,,F01,,23.5
LE1.3,5/24/2001,22,B,CHLA,9.27,MDHMH,L01,,23.5
LE1.3,5/24/2001,22,B,SALINITY,13.13,,F01,,23.5
